timestamp,iteration,success,latency_ms,http_status,model,chunks_received,total_content_length,error_message
2026-01-31T12:00:58.550100,280,True,1190.92,200,gemini-2.5-flash-lite,7,1629,
2026-01-31T12:02:01.144445,281,True,1227.00,200,gemini-2.5-flash-lite,7,1575,
2026-01-31T12:03:03.546836,282,True,1109.59,200,gemini-2.5-flash-lite,7,1576,
2026-01-31T12:04:05.308600,283,True,789.47,200,gemini-2.5-flash-lite,7,1608,
2026-01-31T12:05:07.690480,284,True,1203.89,200,gemini-2.5-flash-lite,7,1571,
2026-01-31T12:06:10.363910,285,True,1249.17,200,gemini-2.5-flash-lite,7,1654,
2026-01-31T12:07:13.441127,286,True,1587.94,200,gemini-2.5-flash-lite,7,1628,
2026-01-31T12:08:15.896167,287,True,1226.54,200,gemini-2.5-flash-lite,7,1683,
2026-01-31T12:09:18.428938,288,True,1325.96,200,gemini-2.5-flash-lite,7,1625,
2026-01-31T12:10:21.141113,289,True,1070.01,200,gemini-2.5-flash-lite,7,1658,
2026-01-31T12:11:23.995106,290,True,1508.67,200,gemini-2.5-flash-lite,7,1666,
2026-01-31T12:12:26.378451,291,True,797.80,200,gemini-2.5-flash-lite,7,1650,
2026-01-31T12:13:28.748892,292,True,926.05,200,gemini-2.5-flash-lite,7,1638,
2026-01-31T12:14:30.946296,293,True,1195.32,200,gemini-2.5-flash-lite,7,1614,
